user_id,click_num,collect_num,cart_num,last_visit,login_days
U0750,29,4,11,2024-5-28,23
U0751,17,12,11,2024-6-5,15
U0752,13,9,7,2024-5-20,0
U0753,14,4,3,2024-4-6,21
U0754,1,0,0,2024-1-16,27
U0755,21,8,14,2024-3-20,24
U0756,14,6,10,2024-6-2,15
U0757,3,0,0,2024-7-31,20
U0758,12,14,10,2024-5-30,0
U0759,26,9,0,2024-4-13,0
U0760,14,4,8,2024-3-29,4
U0761,2,0,0,2024-4-20,5
U0762,20,4,12,2024-5-7,20
U0763,8,4,0,2024-6-19,14
U0764,16,0,3,2024-4-21,18
U0765,21,5,13,2024-8-1,27
U0766,18,4,3,2024-3-23,13
U0767,11,1,9,2024-9-25,24
U0768,14,8,7,2024-7-31,5
U0769,19,2,17,2024-9-4,23
U0770,4,0,0,2024-6-4,8
U0771,10,0,8,2024-3-17,9
U0772,14,13,1,2024-4-23,10
U0773,17,9,7,2024-1-1,5
U0774,11,12,19,2024-4-29,14
U0775,22,1,14,2024-8-26,16
U0776,5,0,0,2024-2-7,27
U0777,6,14,0,2024-2-9,9
U0778,30,5,4,2024-8-21,30
U0779,10,12,12,2024-1-5,6
U0780,4,0,0,2024-6-8,0
U0781,19,10,15,2024-2-28,22
U0782,16,5,10,2024-7-1,0
U0783,1,0,0,2024-9-27,7
U0784,0,0,0,2024-7-13,19
U0785,25,1,9,2024-4-18,17
U0786,19,3,11,2024-5-4,15
U0787,6,8,0,2024-3-23,16
U0788,9,14,14,2024-2-27,20
U0789,24,13,13,2024-8-24,24
U0790,2,0,0,2024-7-26,1
U0791,7,1,0,2024-2-2,13
U0792,24,13,18,2024-8-17,25
U0793,14,14,20,2024-7-5,30
U0794,7,7,0,,9
U0795,8,14,0,2024-3-11,13
U0796,10,5,1,2024-7-8,28
U0797,8,11,0,2024-2-17,30
U0798,4,0,0,2024-5-15,10
U0799,9,1,18,2024-1-8,26
U0800,15,1,9,,18
U0801,26,7,2,2024-4-25,9
U0802,27,5,8,2024-1-8,23
U0803,26,3,4,2024-6-20,19
U0804,24,10,11,2024-5-28,2
U0805,3,0,0,2024-7-30,21
U0806,30,12,1,2024-1-5,24
U0807,2,0,0,2024-9-26,27
U0808,11,6,19,2024-4-11,17
U0809,28,5,11,2024-7-20,13
U0810,10,1,12,2024-8-1,17
U0811,16,11,6,2024-2-21,20
U0812,5,0,0,2024-5-6,23
U0813,27,0,13,2024-2-1,26
U0814,5,0,0,2024-4-27,26
U0815,30,13,1,2024-9-14,9
U0816,2,0,0,2024-8-31,19
U0817,17,11,6,2024-5-21,20
U0818,3,0,0,2024-4-5,16
U0819,26,1,16,2024-5-29,15
U0820,18,12,10,2024-4-23,22
U0821,10,12,20,,8
U0822,2,0,0,2024-5-11,19
U0823,14,3,10,2024-2-27,22
U0824,2,0,0,2024-4-11,6
U0825,25,10,5,2024-4-13,22
U0826,19,8,16,2024-9-16,5
U0827,30,8,16,2024-2-2,0
U0828,0,0,0,2024-6-2,6
U0829,14,11,5,2024-3-9,23
U0830,26,4,6,2024-6-9,18
U0831,0,0,0,2024-1-27,4
U0832,13,6,3,2024-5-25,5
U0833,14,12,6,2024-5-12,12
U0834,15,8,4,2024-5-29,17
U0835,20,8,19,2024-6-21,27
U0836,13,2,19,2024-9-17,29
U0837,21,3,13,2024-9-4,12
U0838,19,0,15,2024-3-23,16
U0839,6,1,0,2024-6-19,15
U0840,26,5,16,2024-8-22,0
U0841,27,1,6,2024-4-1,20
U0842,3,0,0,2024-5-27,21
U0843,6,12,0,2024-5-31,6
U0844,3,0,0,,15
U0845,25,15,9,2024-5-23,11
U0846,27,12,6,2024-1-11,11
U0847,12,1,11,,23
U0848,28,9,17,2024-7-23,25
U0849,27,1,11,2024-8-30,15
U0850,9,13,19,2024-6-13,17
U0851,10,4,18,2024-7-9,11
U0852,7,7,0,2024-1-17,25
U0853,17,5,3,2024-8-13,27
U0854,6,3,0,2024-7-13,9
U0855,6,11,0,2024-3-6,10
U0856,12,3,19,2024-8-8,15
U0857,28,14,14,2024-4-20,22
U0858,9,10,14,2024-6-22,22
U0859,5,0,0,2024-1-5,28
U0860,11,3,13,,12
U0861,10,12,7,2024-3-6,28
U0862,0,0,0,2024-6-28,10
U0863,27,15,16,2024-6-20,6
U0864,7,5,0,2024-4-3,0
U0865,30,13,11,2024-7-8,18
U0866,11,0,16,2024-4-15,4
U0867,7,10,0,2024-9-6,8
U0868,7,13,0,2024-4-21,23
U0869,22,11,12,2024-7-2,30
U0870,29,7,18,2024-7-4,13
U0871,23,2,4,2024-9-7,9
U0872,23,8,4,2024-3-3,6
U0873,23,6,10,2024-2-18,0
U0874,30,8,20,2024-2-29,29
U0875,5,0,0,2024-6-28,16
U0876,26,5,8,2024-5-1,3
U0877,23,5,7,2024-7-5,7
U0878,2,0,0,2024-7-29,4
U0879,1,0,0,2024-5-30,4
U0880,3,0,0,2024-3-31,5
U0881,5,0,0,2024-2-14,11
U0882,10,1,15,2024-6-7,14
U0883,30,15,13,2024-9-10,11
U0884,9,1,6,2024-8-31,0
U0885,22,9,13,2024-2-5,8
U0886,12,6,12,2024-4-20,2
U0887,14,2,5,2024-9-19,4
U0888,10,1,16,2024-2-12,5
U0889,24,14,15,2024-6-28,13
U0890,27,14,3,2024-5-22,12
U0891,19,5,2,2024-3-30,9
U0892,2,0,0,2024-3-22,24
U0893,9,5,14,2024-9-4,7
U0894,18,4,3,2024-8-5,22
U0895,18,14,13,2024-4-11,25
U0896,21,8,11,2024-4-13,11
U0897,19,10,6,2024-8-8,23
U0898,11,6,20,2024-3-19,24
U0899,27,12,10,,0
U0900,18,15,19,2024-3-13,18
U0901,24,9,10,2024-8-3,8
U0902,27,5,11,2024-8-31,26
U0903,24,12,6,2024-3-19,28
U0904,14,1,19,2024-8-29,10
U0905,15,2,8,2024-2-22,11
U0906,1,0,0,2024-7-22,30
U0907,7,15,0,2024-3-11,23
U0908,3,0,0,,20
U0909,22,12,11,2024-6-30,20
U0910,25,15,1,,14
U0911,15,14,13,2024-2-23,7
U0912,0,0,0,2024-3-6,3
U0913,11,6,18,2024-6-9,9
U0914,13,1,16,2024-7-21,24
U0915,17,3,19,2024-5-20,18
U0916,21,3,10,2024-8-3,4
U0917,23,2,16,2024-5-1,21
U0918,4,0,0,2024-2-12,30
U0919,11,6,4,2024-7-14,13
U0920,17,1,19,2024-6-11,13
U0921,6,11,0,2024-1-15,5
U0922,5,0,0,2024-3-5,4
U0923,1,0,0,2024-1-22,25
U0924,2,0,0,2024-1-6,21
U0925,28,5,8,2024-7-28,8
U0926,8,4,0,2024-4-28,15
U0927,25,6,17,2024-3-3,14
U0928,29,7,13,2024-3-28,13
U0929,6,11,0,2024-2-15,0
U0930,10,5,7,2024-6-30,6
U0931,9,4,1,2024-4-12,17
U0932,11,6,19,2024-2-1,4
U0933,12,14,18,2024-5-3,25
U0934,25,15,14,2024-9-20,21
U0935,29,10,4,2024-2-10,30
U0936,27,1,16,2024-5-28,16
U0937,6,8,0,2024-6-13,1
U0938,25,9,10,2024-6-6,15
U0939,12,0,10,2024-4-11,30
U0940,27,12,20,,2
U0941,15,7,8,2024-5-29,1
U0942,19,5,3,2024-8-18,1
U0943,16,8,14,2024-8-28,4
U0944,16,8,18,2024-3-3,8
U0945,21,12,6,2024-5-30,10
U0946,25,8,19,2024-6-26,16
U0947,7,13,0,2024-9-13,24
U0948,13,1,9,2024-7-24,27
U0949,16,8,7,2024-3-30,22
U0950,13,3,2,2024-4-23,16
U0951,7,5,0,2024-5-4,21
U0952,13,13,9,2024-4-10,24
U0953,20,3,18,,13
U0954,27,12,3,2024-6-29,8
U0955,26,11,8,2024-9-15,3
U0956,9,10,5,2024-7-25,20
U0957,21,9,2,2024-8-20,14
U0958,9,4,11,2024-4-5,20
U0959,23,14,8,2024-6-21,18
U0960,9,7,9,,7
U0961,28,6,1,2024-7-14,19
U0962,18,15,18,2024-1-23,19
U0963,16,1,12,2024-7-1,26
U0964,28,4,14,,12
U0965,3,0,0,2024-3-16,19
U0966,0,0,0,2024-1-25,15
U0967,21,3,12,2024-7-28,19
U0968,12,9,4,2024-4-17,7
U0969,29,12,9,2024-5-10,21
U0970,30,2,4,2024-2-24,27
U0971,6,12,0,2024-5-12,24
U0972,24,1,17,2024-5-19,25
U0973,4,0,0,,25
U0974,25,9,11,2024-5-13,20
U0975,13,15,15,2024-8-11,7
U0976,27,12,8,2024-9-20,24
U0977,14,2,1,2024-6-11,25
U0978,24,1,9,2024-7-17,19
U0979,6,4,0,,24
U0980,18,13,0,,6
U0981,4,0,0,2024-3-20,7
U0982,20,11,11,,16
U0983,0,0,0,2024-2-24,6
U0984,12,8,5,2024-4-20,23
U0985,26,9,15,2024-3-3,6
U0986,22,2,20,2024-3-15,16
U0987,25,1,14,2024-2-18,14
U0988,0,0,0,2024-4-22,26
U0989,8,8,0,2024-2-24,13
U0990,4,0,0,2024-9-30,17
U0991,27,6,0,2024-3-6,16
U0992,18,15,6,2024-6-19,6
U0993,9,14,11,,17
U0994,4,0,0,2024-2-7,23
U0995,19,1,8,2024-7-4,25
U0996,19,5,14,2024-1-5,12
U0997,27,13,13,2024-1-17,16
U0998,4,0,0,2024-8-8,18
U0999,24,14,12,2024-6-12,25
U1000,2,0,0,2024-3-5,16
