user_id,gender,age,region,register_time,member_level
U0656,女,21,华东,2023-11-26,V4
U0657,未知,44,华南,2024-2-2,V3
U0658,男,65,东北,2023-10-4,V1
U0659,女,46,东北,2023-7-4,V3
U0660,未知,50,西南,2023-1-27,V4
U0661,男,46,西北,2023-11-23,V2
U0662,女,57,华南,2023-8-13,V4
U0663,未知,,东北,2023-1-31,V3
U0664,男,60,西南,2023-10-15,V3
U0665,女,47,西南,2023-3-1,V4
U0666,未知,19,华北,2024-4-28,V4
U0667,男,48,华南,2024-1-2,V1
U0668,女,45,西南,2023-8-27,V2
U0669,未知,49,华北,2023-6-13,V4
U0670,男,46,西北,2023-4-13,V2
U0671,女,23,西南,2023-9-11,V2
U0672,未知,27,华北,2023-9-4,V1
U0673,男,35,华北,2023-9-30,V3
U0674,女,55,华南,2023-2-27,V2
U0675,未知,38,东北,2023-8-13,V2
U0676,男,56,华北,2024-2-2,V2
U0677,女,47,西南,2023-12-30,V2
U0678,未知,45,华东,2023-6-27,V3
U0679,男,62,西北,2023-6-30,V1
U0680,女,59,西南,2023-8-31,V2
U0681,未知,67,西南,2023-11-22,V4
U0682,男,31,西北,2024-1-3,V3
U0683,女,32,西北,2023-1-29,V1
U0684,未知,70,华北,2023-12-27,V4
U0685,男,44,西南,2023-5-26,V4
U0686,女,38,华北,2023-7-12,V4
U0687,未知,60,华南,2024-5-19,V2
U0688,男,27,华北,2023-11-13,V2
U0689,女,48,华南,2023-6-29,V4
U0690,未知,23,东北,2024-5-17,V1
U0691,男,24,华东,2023-2-8,V2
U0692,女,41,西南,2023-4-3,V1
U0693,未知,53,华南,2023-2-27,V2
U0694,男,53,华东,2023-8-27,V2
U0695,女,60,西北,2023-8-13,V2
U0696,未知,40,东北,2023-1-21,V1
U0697,男,66,华北,2024-5-4,V2
U0698,女,64,华东,2023-1-1,V1
U0699,未知,36,华南,2023-12-6,V2
U0700,男,40,西南,2023-7-26,V3
U0701,女,50,东北,2023-5-14,V2
U0702,未知,60,西北,2023-12-15,V4
U0703,男,24,西北,2023-7-1,V1
U0704,女,53,华东,2023-11-28,V3
U0705,未知,66,华东,2023-3-2,V1
U0706,男,32,华北,2023-1-23,V2
U0707,女,53,西北,2023-6-1,V4
U0708,未知,70,东北,2023-5-26,V4
U0709,男,61,东北,2023-4-24,V4
U0710,女,19,西北,2024-1-9,V2
U0711,未知,60,华北,2023-3-16,V2
U0712,男,35,西南,2024-1-18,V4
U0713,女,,华北,2024-2-10,V2
U0714,未知,66,华南,2023-4-14,V2
U0715,男,39,华南,2023-12-11,V3
U0716,女,29,华东,2023-11-6,V2
U0717,未知,54,华北,2023-11-27,V3
U0718,男,22,华北,2023-5-20,V4
U0719,女,58,东北,2023-6-11,V1
U0720,未知,23,华东,2024-3-23,V2
U0721,男,31,东北,2024-5-13,V4
U0722,女,47,西南,2023-11-21,V4
U0723,未知,41,华北,2023-6-28,V2
U0724,男,38,东北,2024-1-1,V1
U0725,女,54,西北,2023-8-17,V1
U0726,未知,21,东北,2023-6-29,V2
U0727,男,66,华北,2024-1-23,V4
U0728,女,61,西南,2023-11-11,V2
U0729,未知,46,华北,2023-10-29,V1
U0730,男,49,西北,2023-5-11,V2
U0731,女,44,华南,2023-7-1,V4
U0732,未知,66,华南,2023-1-2,V1
U0733,男,40,西南,2024-2-5,V1
U0734,女,36,西南,2023-2-3,V1
U0735,未知,55,西北,2023-7-6,V4
U0736,男,60,东北,2023-11-22,V2
U0737,女,32,华南,2023-8-15,V1
U0738,未知,56,华南,2023-4-17,V4
U0739,男,31,华南,2024-5-23,V4
U0740,女,31,华南,2023-5-25,V3
U0741,未知,66,西北,2023-12-6,V1
U0742,男,38,西南,2023-3-21,V4
U0743,女,49,西南,2023-9-1,V2
U0744,未知,29,华东,2023-12-22,V4
U0745,男,52,东北,2023-11-24,V4
U0746,女,50,西南,2023-6-21,V3
U0747,未知,60,华南,2023-4-1,V1
U0748,男,22,华北,2023-12-10,V4
U0749,女,65,华南,2024-4-2,V2
U0750,未知,,华南,2023-1-12,V3
U0751,男,,西南,2023-9-29,V4
U0752,女,38,华东,2023-8-3,V2
U0753,未知,54,西北,2023-9-13,V1
U0754,男,58,华北,2023-3-11,V3
U0755,女,25,东北,2023-12-25,V4
U0756,未知,38,华北,2023-9-20,V3
U0757,男,57,华东,2023-4-21,V2
U0758,女,62,华南,2023-1-2,V1
U0759,未知,23,西北,2023-2-19,V1
U0760,男,24,西北,2024-1-31,V1
U0761,女,55,西北,2024-3-24,V1
U0762,未知,23,东北,2024-3-5,V4
U0763,男,37,西南,2023-6-20,V2
U0764,女,32,华南,2024-2-28,V3
U0765,未知,28,华北,2024-5-19,V4
U0766,男,58,华北,2024-1-23,V3
U0767,女,50,华南,2023-12-26,V1
U0768,未知,67,华北,2024-1-20,V2
U0769,男,64,西南,2023-4-14,V4
U0770,女,59,西北,2024-5-5,V3
U0771,未知,33,华北,2023-8-19,V3
U0772,男,34,西南,2023-6-16,V4
U0773,女,56,西北,2024-4-7,V3
U0774,未知,66,东北,2023-3-17,V3
U0775,男,29,东北,2023-2-4,V4
U0776,女,58,华南,2023-10-29,V2
U0777,未知,66,华南,2023-1-21,V4
U0778,男,55,西南,2023-11-23,V4
U0779,女,54,东北,2023-9-25,V2
U0780,未知,57,东北,2023-4-18,V3
U0781,男,58,东北,2023-3-17,V4
U0782,女,46,西南,2023-12-17,V3
U0783,未知,46,西南,2023-6-24,V3
U0784,男,68,华北,2024-1-20,V3
U0785,女,21,东北,2023-6-14,V4
U0786,未知,22,华南,2023-3-18,V2
U0787,男,46,华北,2023-4-6,V1
U0788,女,,华北,2023-12-13,V2
U0789,未知,36,东北,2024-5-9,V4
U0790,男,23,西北,2023-2-1,V2
U0791,女,50,西南,2024-3-17,V1
U0792,未知,55,华北,2023-6-18,V2
U0793,男,68,西北,2024-3-20,V4
U0794,女,20,东北,2023-6-10,V3
U0795,未知,69,华东,2023-2-24,V1
U0796,男,30,西北,2023-4-14,V2
U0797,女,48,华东,2023-12-6,V4
U0798,未知,21,华东,2023-7-30,V1
U0799,男,69,东北,2023-7-14,V1
U0800,女,39,华东,2024-2-24,V2
U0801,未知,23,华东,2023-9-29,V4
U0802,男,29,西南,2023-10-16,V4
U0803,女,,华北,2023-11-1,V1
U0804,未知,46,东北,2023-9-1,V1
U0805,男,57,华北,2023-4-9,V3
U0806,女,41,华东,2023-2-20,V2
U0807,未知,42,东北,2024-2-7,V3
U0808,男,39,华北,2024-5-17,V1
U0809,女,21,华东,2023-6-7,V1
U0810,未知,59,华北,2023-2-25,V4
U0811,男,39,西北,2024-1-5,V4
U0812,女,61,西南,2023-1-4,V3
U0813,未知,34,华南,2024-3-13,V1
U0814,男,60,华东,2023-3-31,V2
U0815,女,56,西北,2023-10-29,V4
U0816,未知,39,东北,2024-5-6,V4
U0817,男,60,东北,2023-7-24,V1
U0818,女,40,西北,2023-4-10,V2
U0819,未知,59,西南,2023-1-27,V3
U0820,男,43,东北,2023-7-31,V2
U0821,女,63,西南,2023-6-24,V1
U0822,未知,37,华东,2023-10-26,V2
U0823,男,59,华东,2023-3-25,V2
U0824,女,70,西北,2024-4-29,V1
U0825,未知,62,西北,2023-4-29,V3
U0826,男,65,西南,2023-11-12,V2
U0827,女,51,华东,2024-2-12,V1
U0828,未知,60,华东,2024-4-27,V2
U0829,男,41,西北,2024-5-15,V1
U0830,女,,东北,2023-9-29,V3
U0831,未知,31,华南,2023-4-4,V4
U0832,男,67,西北,2024-2-1,V3
U0833,女,32,华南,2023-7-9,V4
U0834,未知,27,华东,2024-1-15,V4
U0835,男,68,西北,2024-1-26,V2
U0836,女,67,东北,2024-1-14,V1
U0837,未知,65,东北,2023-7-11,V1
U0838,男,20,西南,2024-4-1,V1
U0839,女,67,华北,2023-2-15,V3
U0840,未知,56,华东,2023-9-27,V3
U0841,男,28,华东,2024-3-26,V3
U0842,女,62,西北,2024-4-21,V3
U0843,未知,69,华北,2023-9-27,V2
U0844,男,64,华北,2023-8-20,V2
U0845,女,44,华北,2023-10-3,V4
U0846,未知,64,西北,2023-3-5,V4
U0847,男,46,西北,2023-6-4,V1
U0848,女,66,华南,2023-4-10,V3
U0849,未知,46,华南,2023-3-29,V2
U0850,男,33,华南,2023-12-19,V4
U0851,女,69,西南,2024-2-28,V1
U0852,未知,30,华东,2023-8-21,V1
U0853,男,54,华南,2023-3-4,V3
U0854,女,47,西南,2024-2-1,V3
U0855,未知,67,西南,2024-3-4,V1
U0856,男,51,西北,2024-5-1,V3
U0857,女,28,华北,2023-8-30,V3
U0858,未知,69,东北,2024-5-2,V4
U0859,男,34,华北,2023-11-3,V4
U0860,女,48,华南,2023-3-22,V4
U0861,未知,53,东北,2024-2-9,V2
U0862,男,63,华东,2023-2-5,V3
U0863,女,25,东北,2024-5-29,V4
U0864,未知,66,东北,2023-5-31,V4
U0865,男,46,华东,2023-5-4,V1
U0866,女,27,华东,2024-4-4,V4
U0867,未知,23,西南,2023-6-27,V1
U0868,男,32,西南,2023-6-21,V3
U0869,女,40,西南,2023-8-5,V1
U0870,未知,44,西北,2023-7-17,V4
U0871,男,50,西南,2023-5-10,V2
U0872,女,42,华东,2023-2-13,V2
U0873,未知,41,东北,2024-3-9,V3
U0874,男,38,华东,2023-3-22,V4
U0875,女,63,东北,2024-3-21,V3
U0876,未知,68,华北,2023-7-26,V1
U0877,男,20,华东,2023-6-1,V3
U0878,女,48,西南,2023-9-22,V2
U0879,未知,26,西南,2023-11-24,V3
U0880,男,48,东北,2023-3-10,V1
U0881,女,18,华南,2023-3-31,V4
U0882,未知,19,西北,2024-2-2,V3
U0883,男,27,华东,2024-2-11,V1
U0884,女,64,西北,2023-11-30,V2
U0885,未知,45,华东,2023-10-10,V4
U0886,男,36,华北,2024-4-14,V3
U0887,女,25,华北,2023-1-13,V3
U0888,未知,,东北,2024-3-5,V2
U0889,男,68,西北,2023-4-26,V3
U0890,女,22,西南,2024-2-29,V2
U0891,未知,49,华南,2023-6-3,V2
U0892,男,19,华东,2023-6-1,V4
U0893,女,54,华东,2023-4-13,V2
U0894,未知,27,东北,2023-4-19,V2
U0895,男,18,华南,2023-4-14,V2
U0896,女,33,西北,2023-10-20,V3
U0897,未知,29,西北,2023-12-19,V2
U0898,男,23,东北,2024-2-25,V2
U0899,女,41,华东,2023-9-28,V2
U0900,未知,51,华北,2024-1-28,V2
U0901,男,68,华南,2024-5-12,V3
U0902,女,53,华东,2024-4-29,V2
U0903,未知,,华北,2023-2-8,V1
U0904,男,20,西北,2023-6-26,V1
U0905,女,41,华北,2023-10-10,V1
U0906,未知,19,东北,2024-2-17,V4
U0907,男,22,西南,2023-5-28,V1
U0908,女,64,华东,2024-2-16,V1
U0909,未知,24,华南,2023-2-9,V4
U0910,男,65,华北,2024-2-10,V3
U0911,女,26,西北,2023-12-6,V3
U0912,未知,,华北,2023-9-1,V4
U0913,男,70,西北,2023-2-20,V3
U0914,女,67,西南,2024-5-1,V4
U0915,未知,62,东北,2023-10-3,V2
U0916,男,29,西北,2024-1-17,V3
U0917,女,22,华南,2023-1-21,V4
U0918,未知,47,西南,2023-12-12,V2
U0919,男,,东北,2023-11-7,V2
U0920,女,68,华北,2023-11-15,V1
U0921,未知,20,东北,2023-10-15,V4
U0922,男,37,东北,2024-5-18,V4
U0923,女,70,华东,2023-4-11,V1
U0924,未知,34,西北,2023-8-22,V3
U0925,男,,东北,2023-5-18,V4
U0926,女,36,华南,2023-11-4,V2
U0927,未知,67,华东,2024-3-29,V4
U0928,男,,华东,2023-11-25,V1
U0929,女,35,西南,2023-10-3,V4
U0930,未知,41,华北,2024-3-2,V3
U0931,男,43,华东,2023-4-2,V1
U0932,女,42,华南,2023-7-12,V1
U0933,未知,29,西北,2024-3-28,V2
U0934,男,49,西北,2023-8-5,V4
U0935,女,69,西北,2024-2-21,V1
U0936,未知,69,西南,2024-5-11,V3
U0937,男,45,华南,2024-1-18,V3
U0938,女,56,华东,2023-2-27,V3
U0939,未知,29,东北,2023-6-12,V2
U0940,男,38,华南,2023-3-9,V3
U0941,女,38,西南,2023-11-15,V2
U0942,未知,37,西南,2024-2-18,V3
U0943,男,63,华北,2023-5-19,V4
U0944,女,62,华南,2023-1-30,V3
U0945,未知,46,西北,2023-6-27,V3
U0946,男,,西南,2023-7-17,V2
U0947,女,40,西南,2023-7-25,V4
U0948,未知,45,华北,2023-3-1,V4
U0949,男,68,东北,2023-9-13,V2
U0950,女,22,西北,2023-2-3,V4
U0951,未知,43,东北,2024-4-12,V3
U0952,男,69,西南,2023-2-21,V3
U0953,女,28,华东,2024-1-5,V4
U0954,未知,27,西北,2023-7-23,V3
U0955,男,61,华南,2023-10-8,V4
U0956,女,20,华北,2024-1-13,V2
U0957,未知,33,东北,2024-4-20,V2
U0958,男,41,华东,2024-2-11,V2
U0959,女,54,华东,2023-5-7,V1
U0960,未知,,华南,2023-2-1,V3
U0961,男,46,华北,2023-9-5,V2
U0962,女,41,西南,2024-1-17,V4
U0963,未知,22,东北,2024-5-15,V4
U0964,男,51,东北,2024-4-1,V2
U0965,女,38,华北,2023-7-1,V2
U0966,未知,33,东北,2024-4-30,V2
U0967,男,19,西南,2023-12-25,V4
U0968,女,49,华南,2023-12-19,V1
U0969,未知,53,华南,2023-6-17,V2
U0970,男,67,华东,2023-9-22,V4
U0971,女,46,华东,2023-4-3,V4
U0972,未知,57,华东,2023-10-19,V2
U0973,男,49,华南,2023-1-29,V3
U0974,女,26,西南,2024-1-31,V4
U0975,未知,46,华南,2023-2-20,V3
U0976,男,63,华南,2023-6-16,V3
U0977,女,23,华东,2023-8-8,V1
U0978,未知,38,华北,2023-8-15,V4
U0979,男,63,华东,2023-8-19,V1
U0980,女,52,华北,2023-7-31,V2
U0981,未知,37,西南,2023-10-3,V1
U0982,男,63,西南,2024-2-24,V2
U0983,女,62,西北,2023-1-21,V3
U0984,未知,68,西北,2023-1-10,V4
U0985,男,32,西北,2024-4-30,V1
U0986,女,30,西南,2023-5-16,V4
U0987,未知,33,华东,2023-6-27,V3
U0988,男,19,华东,2023-1-9,V3
U0989,女,54,华东,2023-8-18,V3
U0990,未知,69,华南,2023-9-16,V3
U0991,男,26,西北,2023-11-9,V3
U0992,女,23,华东,2023-10-9,V3
U0993,未知,43,西北,2024-3-9,V1
U0994,男,64,西北,2024-1-21,V4
U0995,女,44,华南,2023-12-24,V1
U0996,未知,70,西南,2024-4-15,V3
U0997,男,26,华东,2023-9-16,V2
U0998,女,59,华南,2023-8-12,V2
U0999,未知,47,西南,2024-4-22,V3
U1000,男,40,西南,2023-11-6,V3
